Event Name,Event Date,Result,Fighter1,Fighter2,KD,Strikes,TD,Sub,Weight Class,Method,Round,Time
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Misha Cirkunov,Misha Cirkunov,Daniel Jolly,0-0,24-6,3-0,0-0,Light Heavyweight,KO/TKO-Punches,1,4:45
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Glover Teixeira,Glover Teixeira,Ovince Saint Preux,0-0,53-30,5-0,1-0,Light Heavyweight,SUB-Rear-Naked-Choke,3,3:10
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Beneil Dariush,Beneil Dariush,Michael Johnson,0-0,75-84,0-0,0-0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Derek Brunson,Derek Brunson,Sam Alvey,0-0,27-4,0-0,0-0,Middleweight,KO/TKO-Punches,1,2:19
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Jared Rosholt,Jared Rosholt,Timothy Johnson,0-0,19-26,2-3,1-0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Amanda Nunes,Amanda Nunes,Sara McMann,1-0,27-2,0-0,1-0,Women's Bantamweight,SUB-Rear-Naked-Choke,1,2:53
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Ray Borg,Ray Borg,Geane Herrera,0-0,26-7,3-0,2-0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Uriah Hall,Uriah Hall,Oluwale Bamgbose,0-0,11-7,1-0,0-0,Middleweight,KO/TKO-Punches,1,2:32
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Chris Camozzi,Chris Camozzi,Tom Watson,0-0,87-82,3-1,2-0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Dustin Ortiz,Dustin Ortiz,Willie Gates,0-0,92-13,4-0,1-0,Flyweight,KO/TKO-Punches,3,2:58
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Frankie Saenz,Frankie Saenz,Sirwan Kakai,0-0,80-55,1-3,1-0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Jonathan Wilson,Jonathan Wilson,Chris Dempsey,1-0,4-0,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,0:50
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Marlon Vera,Marlon Vera,Roman Salazar,0-0,25-14,0-1,2-0,Bantamweight,SUB-Triangle-Armbar,2,2:15
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Scott Holtzman,Scott Holtzman,Anthony Christodoulou,0-0,71-31,1-0,1-0,Lightweight,SUB-Rear-Naked-Choke,3,2:40
UFC 190: Rousey vs Correia,"August 01, 2015",Ronda Rousey,Ronda Rousey,Bethe Correia,1-0,19-9,0-0,0-0,Women's Bantamweight,KO/TKO-Punch,1,0:34
UFC 190: Rousey vs Correia,"August 01, 2015",Mauricio Rua,Mauricio Rua,Rogerio Nogueira,0-0,53-63,2-0,0-1,Light Heavyweight,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Glaico Franca Moreira,Glaico Franca Moreira,Fernando Bruno,0-0,23-20,4-2,1-0,Lightweight,SUB-Rear-Naked-Choke,3,4:46
UFC 190: Rousey vs Correia,"August 01, 2015",Reginaldo Vieira,Reginaldo Vieira,Dileno Lopes,0-0,59-46,0-3,2-3,Bantamweight,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Stefan Struve,Stefan Struve,Antonio Rodrigo Nogueira,0-0,93-59,0-1,0-0,Heavyweight,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Antonio Silva,Antonio Silva,Soa Palelei,1-0,16-19,0-1,0-0,Heavyweight,KO/TKO-Punches,2,0:41
UFC 190: Rousey vs Correia,"August 01, 2015",Claudia Gadelha,Claudia Gadelha,Jessica Aguilar,0-0,111-70,4-0,0-0,Women's Strawweight,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Demian Maia,Demian Maia,Neil Magny,0-0,13-0,2-0,1-0,Welterweight,SUB-Rear-Naked-Choke,2,2:52
UFC 190: Rousey vs Correia,"August 01, 2015",Patrick Cummins,Patrick Cummins,Rafael Cavalcante,0-0,49-23,8-0,0-0,Light Heavyweight,KO/TKO-Elbows,3,0:45
UFC 190: Rousey vs Correia,"August 01, 2015",Warlley Alves,Warlley Alves,Nordine Taleb,0-0,17-17,2-0,1-0,Welterweight,SUB-Guillotine-Choke,2,4:11
UFC 190: Rousey vs Correia,"August 01, 2015",Iuri Alcantara,Iuri Alcantara,Leandro Issa,0-0,53-26,0-1,0-0,Bantamweight,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Vitor Miranda,Vitor Miranda,Clint Hester,0-0,57-15,1-1,0-0,Middleweight,KO/TKO-Elbows,2,2:38
UFC 190: Rousey vs Correia,"August 01, 2015",Guido Cannetti,Guido Cannetti,Hugo Viana,0-0,32-13,4-1,0-0,Bantamweight,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",TJ Dillashaw,TJ Dillashaw,Renan Barao,0-0,117-62,0-0,0-0,Bantamweight,KO/TKO-Punches,4,0:35
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Miesha Tate,Miesha Tate,Jessica Eye,1-0,58-56,1-0,2-0,Women's Bantamweight,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Edson Barboza,Edson Barboza,Paul Felder,0-0,64-47,0-0,0-0,Lightweight,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Joe Lauzon,Joe Lauzon,Takanori Gomi,0-0,15-7,1-0,0-0,Lightweight,KO/TKO-Punches,1,2:37
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Tom Lawlor,Tom Lawlor,Gian Villante,1-0,22-31,0-1,0-0,Light Heavyweight,KO/TKO-Punch,2,0:27
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Jim Miller,Jim Miller,Danny Castillo,0-0,45-35,2-0,0-0,Lightweight,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Ben Saunders,Ben Saunders,Kenny Robertson,0-1,98-91,0-2,0-0,Welterweight,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Bryan Caraway,Bryan Caraway,Eddie Wineland,0-0,61-52,0-0,0-0,Bantamweight,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",James Krause,James Krause,Daron Cruickshank,0-0,10-6,1-0,1-0,Lightweight,SUB-Rear-Naked-Choke,1,1:27
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Andrew Holbrook,Andrew Holbrook,Ramsey Nijem,0-0,20-29,0-6,2-0,Lightweight,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Elizabeth Phillips,Elizabeth Phillips,Jessamyn Duke,0-0,49-36,2-2,1-3,Women's Bantamweight,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Zak Cummings,Zak Cummings,Dominique Steele,1-0,14-2,0-0,0-0,Middleweight,KO/TKO-Punches,1,0:43
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Michael Bisping,Michael Bisping,Thales Leites,0-0,115-79,0-1,0-0,Middleweight,S-DEC,5,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Evan Dunham,Evan Dunham,Ross Pearson,0-0,26-16,5-0,1-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Joe Duffy,Joe Duffy,Ivan Jorge,0-0,8-7,0-0,1-0,Lightweight,SUB-Triangle-Choke,1,3:05
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Joanne Wood,Joanne Wood,Cortney Casey,1-0,90-57,3-0,0-0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Leon Edwards,Leon Edwards,Pawel Pawlak,1-0,36-24,0-0,0-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Stevie Ray,Stevie Ray,Leonardo Mafra,1-0,19-23,0-0,0-0,Lightweight,KO/TKO-Punches,1,2:30
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Paddy Holohan,Paddy Holohan,Vaughan Lee,0-0,28-27,1-0,2-1,Flyweight,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Ilir Latifi,Ilir Latifi,Hans Stringer,1-0,7-2,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,0:56
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Mickael Lebout,Mickael Lebout,Teemu Packalen,0-0,43-35,0-3,0-1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Robert Whiteford,Robert Whiteford,Paul Redmond,1-0,20-11,0-0,0-0,Featherweight,KO/TKO-Punch,1,3:04
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Jimmie Rivera,Jimmie Rivera,Marcus Brimage,1-0,15-9,0-0,0-0,Bantamweight,KO/TKO-Punches,1,1:29
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Daniel Omielanczuk,Daniel Omielanczuk,Chris de la Rocha,1-0,15-1,0-0,0-0,Heavyweight,KO/TKO-Punch,1,0:48
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Frank Mir,Frank Mir,Todd Duffee,1-0,16-9,0-0,0-0,Heavyweight,KO/TKO-Punch,1,1:13
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Tony Ferguson,Tony Ferguson,Josh Thomson,1-0,83-33,0-1,2-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Holly Holm,Holly Holm,Marion Reneau,0-0,65-26,1-0,0-0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Manvel Gamburyan,Manvel Gamburyan,Scott Jorgensen,1-0,42-36,5-1,2-0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Kevin Lee,Kevin Lee,James Moontasri,0-0,9-6,1-0,1-0,Lightweight,SUB-Rear-Naked-Choke,1,2:56
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Alan Jouban,Alan Jouban,Matt Dwyer,1-1,51-29,1-0,0-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Sam Sicilia,Sam Sicilia,Yaotzin Meza,0-0,12-18,2-1,4-1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Jessica Andrade,Jessica Andrade,Sarah Moras,0-0,50-18,3-0,0-1,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Rani Yahya,Rani Yahya,Masanori Kanehara,0-0,24-24,4-0,2-0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Sean Strickland,Sean Strickland,Igor Araujo,1-0,71-39,3-0,2-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Kevin Casey,Kevin Casey,Ildemar Alcantara,0-0,41-20,1-0,0-0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Lyman Good,Lyman Good,Andrew Craig,1-0,55-20,0-0,0-0,Welterweight,KO/TKO-Punch,2,3:37
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Stephen Thompson,Stephen Thompson,Jake Ellenberger,2-1,20-5,1-0,0-0,Welterweight,KO/TKO-Kick,1,4:29
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Kamaru Usman,Kamaru Usman,Hayder Hassan,0-0,15-3,6-0,1-0,Welterweight,SUB-Arm-Triangle,2,1:19
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Michael Graves,Michael Graves,Vicente Luque,0-0,27-28,7-0,0-1,Welterweight,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Jorge Masvidal,Jorge Masvidal,Cezar Ferreira,1-0,12-7,0-1,0-0,Welterweight,KO/TKO-Elbow,1,4:22
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Michelle Waterson-Gomez,Michelle Waterson-Gomez,Angela Magana,0-0,47-8,3-1,4-1,Women's Strawweight,SUB-Rear-Naked-Choke,3,2:38
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Maximo Blanco,Maximo Blanco,Mike de la Torre,1-0,4-1,0-0,0-0,Featherweight,KO/TKO-Punch,1,0:16
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Josh Samman,Josh Samman,Caio Magalhaes,0-0,12-3,0-0,1-0,Middleweight,SUB-Rear-Naked-Choke,1,2:52
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Jerrod Sanders,Jerrod Sanders,Russell Doane,0-1,15-13,3-1,3-3,Bantamweight,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Trevor Smith,Trevor Smith,Dan Miller,0-0,51-25,1-0,0-1,Middleweight,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",George Sullivan,George Sullivan,Dominic Waters,0-0,54-13,2-5,3-0,Welterweight,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Willie Gates,Willie Gates,Darrell Montague,1-0,19-4,0-0,0-0,Flyweight,KO/TKO-Punches,1,1:36
UFC 189: Mendes vs McGregor,"July 11, 2015",Conor McGregor,Conor McGregor,Chad Mendes,1-0,46-31,0-4,0-0,Featherweight,KO/TKO-Punch,2,4:57
UFC 189: Mendes vs McGregor,"July 11, 2015",Robbie Lawler,Robbie Lawler,Rory MacDonald,1-0,70-86,0-0,0-0,Welterweight,KO/TKO-Punch,5,1:00
UFC 189: Mendes vs McGregor,"July 11, 2015",Jeremy Stephens,Jeremy Stephens,Dennis Bermudez,2-0,38-35,0-1,0-0,Featherweight,KO/TKO-Flying-Knee,3,0:32
UFC 189: Mendes vs McGregor,"July 11, 2015",Gunnar Nelson,Gunnar Nelson,Brandon Thatch,1-0,6-8,0-0,1-0,Welterweight,SUB-Rear-Naked-Choke,1,2:54
UFC 189: Mendes vs McGregor,"July 11, 2015",Thomas Almeida,Thomas Almeida,Brad Pickett,1-1,24-20,0-0,0-0,Bantamweight,KO/TKO-Flying-Knee,2,0:29
UFC 189: Mendes vs McGregor,"July 11, 2015",Matt Brown,Matt Brown,Tim Means,0-0,25-16,1-0,1-0,Welterweight,SUB-Guillotine-Choke,1,4:44
UFC 189: Mendes vs McGregor,"July 11, 2015",Alex Garcia,Alex Garcia,Mike Swick,0-0,24-19,5-0,0-0,Welterweight,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015",John Howard,John Howard,Cathal Pendred,0-0,48-45,0-0,0-1,Welterweight,S-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015",Cody Garbrandt,Cody Garbrandt,Henry Briones,1-0,64-35,3-0,0-0,Bantamweight,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015",Louis Smolka,Louis Smolka,Neil Seery,0-1,23-21,6-0,5-3,Flyweight,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015",Cody Pfister,Cody Pfister,Yosdenis Cedeno,0-0,15-26,5-0,0-1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015",Yoel Romero,Yoel Romero,Lyoto Machida,0-0,42-31,1-0,0-0,Middleweight,KO/TKO-Elbows,3,1:38
UFC Fight Night: Machida vs Romero,"June 27, 2015",Lorenz Larkin,Lorenz Larkin,Santiago Ponzinibbio,1-0,64-33,0-0,0-0,Welterweight,KO/TKO-Punches,2,3:07
UFC Fight Night: Machida vs Romero,"June 27, 2015",Antonio Carlos Junior,Antonio Carlos Junior,Eddie Gordon,0-0,40-12,4-0,1-0,Middleweight,SUB-Rear-Naked-Choke,3,4:37
UFC Fight Night: Machida vs Romero,"June 27, 2015",Thiago Santos,Thiago Santos,Steve Bosse,1-0,3-0,0-0,0-0,Middleweight,KO/TKO-Kick,1,0:29
UFC Fight Night: Machida vs Romero,"June 27, 2015",Hacran Dias,Hacran Dias,Levan Makashvili,0-0,17-37,3-2,1-0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015",Alex Oliveira,Alex Oliveira,Joe Merritt,0-0,11-23,5-0,2-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015",Leandro Silva,Leandro Silva,Lewis Gonzalez,0-0,28-21,3-2,0-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015",Tony Sims,Tony Sims,Steve Montgomery,1-0,10-9,0-0,0-0,Welterweight,KO/TKO-Punch,1,2:43
UFC Fight Night: Machida vs Romero,"June 27, 2015",Sirwan Kakai,Sirwan Kakai,Danny Martinez,1-0,52-59,5-0,0-0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Joanna Jedrzejczyk,Joanna Jedrzejczyk,Jessica Penne,0-0,126-25,0-0,0-0,Women's Strawweight,KO/TKO-Punches,3,4:22
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Tatsuya Kawajiri,Tatsuya Kawajiri,Dennis Siver,0-0,22-22,4-0,0-1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Peter Sobotta,Peter Sobotta,Steve Kennedy,0-0,6-3,2-0,1-0,Welterweight,SUB-Rear-Naked-Choke,1,2:57
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Nick Hein,Nick Hein,Lukasz Sajewski,0-0,54-26,1-0,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Makwan Amirkhani,Makwan Amirkhani,Masio Fullen,0-0,0-1,1-0,2-0,Featherweight,SUB-Rear-Naked-Choke,1,1:41
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Mairbek Taisumov,Mairbek Taisumov,Alan Patrick,1-0,23-17,0-0,0-0,Lightweight,KO/TKO-Kick,2,1:30
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Arnold Allen,Arnold Allen,Alan Omer,0-0,23-35,1-2,1-0,Featherweight,SUB-Guillotine-Choke,3,1:41
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Noad Lahat,Noad Lahat,Niklas Backstrom,0-0,62-11,1-4,1-1,Featherweight,M-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Scott Askham,Scott Askham,Antonio Dos Santos,2-0,11-11,0-0,0-0,Middleweight,KO/TKO-Punch,1,2:52
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Magomed Mustafaev,Magomed Mustafaev,Piotr Hallmann,0-0,18-29,0-2,0-0,Lightweight,KO/TKO,2,3:24
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Taylor Lapilus,Taylor Lapilus,Yuta Sasaki,1-0,31-16,0-1,0-0,Bantamweight,KO/TKO-Punches,2,1:26
UFC 188: Velasquez vs Werdum,"June 13, 2015",Fabricio Werdum,Fabricio Werdum,Cain Velasquez,0-0,96-88,1-4,1-0,Heavyweight,SUB-Guillotine-Choke,3,2:13
UFC 188: Velasquez vs Werdum,"June 13, 2015",Eddie Alvarez,Eddie Alvarez,Gilbert Melendez,0-0,31-37,3-0,0-0,Lightweight,S-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Kelvin Gastelum,Kelvin Gastelum,Nate Marquardt,0-0,59-18,1-0,0-0,Middleweight,KO/TKO,2,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Yair Rodriguez,Yair Rodriguez,Charles Rosa,0-0,56-39,1-5,2-0,Featherweight,S-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Tecia Torres,Tecia Torres,Angela Hill,0-0,32-27,2-0,0-0,Women's Strawweight,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Henry Cejudo,Henry Cejudo,Chico Camus,0-0,62-48,1-0,0-0,Flyweight,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Efrain Escudero,Efrain Escudero,Drew Dober,0-0,1-0,0-0,1-0,Lightweight,SUB-Guillotine-Choke,1,0:54
UFC 188: Velasquez vs Werdum,"June 13, 2015",Patrick Williams,Patrick Williams,Alejandro Perez,1-0,2-0,0-0,1-0,Bantamweight,SUB-Guillotine-Choke,1,0:23
UFC 188: Velasquez vs Werdum,"June 13, 2015",Johnny Case,Johnny Case,Francisco Trevino,0-0,40-34,4-0,0-0,Lightweight,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Cathal Pendred,Cathal Pendred,Augusto Montano,0-0,17-21,4-0,0-0,Welterweight,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Gabriel Benitez,Gabriel Benitez,Clay Collard,0-0,60-34,0-6,1-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Dan Henderson,Dan Henderson,Tim Boetsch,1-0,12-3,0-0,0-0,Middleweight,KO/TKO-Punch,1,0:28
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Ben Rothwell,Ben Rothwell,Matt Mitrione,0-0,5-8,0-0,1-0,Heavyweight,SUB-Guillotine-Choke,1,1:54
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Dustin Poirier,Dustin Poirier,Yancy Medeiros,2-0,27-6,1-0,1-0,Lightweight,KO/TKO-Punches,1,2:38
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Brian Ortega,Brian Ortega,Thiago Tavares,1-0,41-39,0-6,1-0,Featherweight,KO/TKO-Punch,3,4:10
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Anthony Birchak,Anthony Birchak,Joe Soto,2-0,16-1,0-0,0-0,Bantamweight,KO/TKO-Punch,1,1:37
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Francisco Rivera,Francisco Rivera,Alex Caceres,1-0,5-0,0-0,0-0,Bantamweight,KO/TKO-Punch,1,0:21
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Shawn Jordan,Shawn Jordan,Derrick Lewis,1-0,23-6,3-0,0-0,Heavyweight,KO/TKO-Kick,2,0:48
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Omari Akhmedov,Omari Akhmedov,Brian Ebersole,0-0,15-2,0-0,0-0,Welterweight,KO/TKO,1,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Chris Wade,Chris Wade,Christos Giagos,0-0,32-28,4-0,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Joe Proctor,Joe Proctor,Justin Edwards,0-0,67-63,0-2,3-0,Lightweight,SUB-Guillotine-Choke,3,4:58
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Jake Collier,Jake Collier,Ricardo Abreu,0-0,67-47,0-3,0-0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Jose Quinonez,Jose Quinonez,Leonardo Morales,0-0,2-3,1-0,2-0,Bantamweight,SUB-Rear-Naked-Choke,1,2:34
UFC Fight Night: Condit vs Alves,"May 30, 2015",Carlos Condit,Carlos Condit,Thiago Alves,1-0,75-34,2-0,0-1,Welterweight,KO/TKO,2,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015",Charles Oliveira,Charles Oliveira,Nik Lentz,1-0,64-37,1-2,2-1,Featherweight,SUB-Guillotine-Choke,3,1:10
UFC Fight Night: Condit vs Alves,"May 30, 2015",Alex Oliveira,Alex Oliveira,KJ Noons,0-0,3-7,3-0,1-0,Welterweight,SUB-Rear-Naked-Choke,1,2:51
UFC Fight Night: Condit vs Alves,"May 30, 2015",Francimar Barroso,Francimar Barroso,Ryan Jimmo,0-0,46-35,0-0,0-0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015",Francisco Trinaldo,Francisco Trinaldo,Norman Parke,0-0,66-25,0-4,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015",Darren Till,Darren Till,Wendell Oliveira Marques,0-0,25-22,0-0,0-0,Welterweight,KO/TKO-Elbows,2,1:37
UFC Fight Night: Condit vs Alves,"May 30, 2015",Unknown,Rony Jason,Damon Jackson,0-0,5-5,0-3,1-0,Featherweight,Overturned-Triangle-Choke,1,3:31
UFC Fight Night: Condit vs Alves,"May 30, 2015",Jussier Formiga,Jussier Formiga,Wilson Reis,1-0,21-28,4-0,0-0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015",Nicolas Dalby,Nicolas Dalby,Elizeu Zaleski dos Santos,0-0,41-57,6-0,0-0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015",Mirsad Bektic,Mirsad Bektic,Lucas Martins,1-0,39-7,3-0,0-0,Featherweight,KO/TKO-Punches,2,0:30
UFC Fight Night: Condit vs Alves,"May 30, 2015",Juliana Lima,Juliana Lima,Ericka Almeida,0-0,41-13,3-0,0-0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015",Tom Breese,Tom Breese,Luiz Dutra,1-0,26-21,0-0,0-0,Welterweight,KO/TKO-Punches,1,4:58
UFC 187: Johnson vs Cormier,"May 23, 2015",Daniel Cormier,Daniel Cormier,Anthony Johnson,0-1,23-23,3-1,3-0,Light Heavyweight,SUB-Rear-Naked-Choke,3,2:39
UFC 187: Johnson vs Cormier,"May 23, 2015",Chris Weidman,Chris Weidman,Vitor Belfort,0-0,46-18,1-0,0-0,Middleweight,KO/TKO-Punches,1,2:53
UFC 187: Johnson vs Cormier,"May 23, 2015",Donald Cerrone,Donald Cerrone,John Makdessi,0-0,71-72,0-0,0-0,Lightweight,KO/TKO-Kick,2,4:44
UFC 187: Johnson vs Cormier,"May 23, 2015",Andrei Arlovski,Andrei Arlovski,Travis Browne,1-1,51-15,0-0,0-0,Heavyweight,KO/TKO-Punches,1,4:41
UFC 187: Johnson vs Cormier,"May 23, 2015",Joseph Benavidez,Joseph Benavidez,John Moraga,0-0,63-42,4-0,0-0,Flyweight,U-DEC,3,5:00
UFC 187: Johnson vs Cormier,"May 23, 2015",John Dodson,John Dodson,Zach Makovsky,0-0,31-37,2-0,0-0,Flyweight,U-DEC,3,5:00
UFC 187: Johnson vs Cormier,"May 23, 2015",Dong Hyun Kim,Dong Hyun Kim,Joshua Burkman,0-0,30-20,1-0,1-0,Welterweight,SUB-Arm-Triangle,3,2:13
UFC 187: Johnson vs Cormier,"May 23, 2015",Rafael Natal,Rafael Natal,Uriah Hall,0-0,45-43,1-1,0-0,Middleweight,S-DEC,3,5:00
